,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
2,0.09934834457671422,0.13373331460167098,0.1360456063149379,0.15330190722417872,0.12807306664370674,0.11235345097081897,0.30108848058673854,0.15357559503570792,0.16681089313610556,0.35066673317377983,0.21194254401604337,0.2584684663519182,0.273554513650972,0.22891280557597143,0.2414398648505451,0.21949315680590356,0.3858180116615808,0.24725609220590505,0.39875901925556323,0.3549087991877906,0.3859711482810853,0.4127090434879798,0.3724429203592582,0.38733273122734657,0.39848263985336346,0.39115490680603415,0.3871716939302057,0.3436908612870994,0.39356938275473297,0.34990625458179225,0.3610076321099823,0.40413094860232773
4,0.09709210438014347,0.1395804528715063,0.14487497665201635,0.1730406129584969,0.1691950033606095,0.1526020776148242,0.1621941050142968,0.18718393692465374,0.267914756142836,0.27535292916413057,0.24556062373642798,0.26277154557232085,0.2890449753116722,0.3233249664283306,0.5067717602776897,0.48674945480602816,0.5191069469342573,0.4977291426566077,0.5298518708104772,0.527868530419316,0.46135388450048653,0.48195243319148756,0.5078135020772468,0.5230912845513788,0.4841894336688736,0.4846296931461054,0.4954667908311782,0.4658279198159905,0.47261821894537653,0.41696120697575734,0.3094039544612298,0.4933120550918989
8,0.10878933594276309,0.15420360842454092,0.1505562625408048,0.16794897097451433,0.15677582533082743,0.14430714035843079,0.1630256667978573,0.20099776437842437,0.24867909610591085,0.29998049587738446,0.29500092943820855,0.3455590790887017,0.5821187315565466,0.5786487488990656,0.586552150196153,0.5880408128735122,0.587216776090252,0.5632474716635373,0.566381232268029,0.571112155287847,0.5610985881379168,0.5445440691505684,0.5304200736185372,0.5348608889783778,0.5062774055547682,0.5114893994385301,0.3274891320815466,0.34844130310020405,0.34967589565327045,0.3277081863292521,0.3149680996793596,0.5094138279706293
16,0.10524349166125054,0.14852741250551416,0.1472983268324239,0.16788855335414318,0.19444138394939167,0.15909642317836795,0.168231354341946,0.2273498687403974,0.290399017222625,0.3048727837666547,0.584386189386746,0.6158991382468785,0.6141767355449721,0.6400931412442027,0.6199708483332396,0.6087116702888596,0.6153099799737511,0.6107428110396147,0.5947744282487339,0.5856974682214111,0.5645607182227862,0.5508019801852166,0.5372348696590985,0.3826941698550495,0.34978374940947643,0.36441636561737867,0.35761671349675184,0.37216467173323964,0.34718710431347855,0.3417660734807366,0.3484386573238427,0.35627141524672634
32,0.10615896235226868,0.1512013165619768,0.14873679535252926,0.17516988108759654,0.18348788584871553,0.16589100823638772,0.174373106109077,0.23973844510229173,0.33337621813836404,0.35971582206604835,0.6015258081223814,0.6164497552323188,0.6505518906188975,0.6346853961418805,0.6272033815365877,0.6196246754122733,0.6255320365916652,0.6008075245092463,0.5747998292173322,0.5642295214996503,0.5437106375202267,0.3496923910953289,0.3547571377890451,0.35363354185380175,0.3479574787962719,0.3606875687638782,0.357402595740872,0.3581088508071039,0.3511724796247053,0.378912968303872,0.38805515645404104,0.3570593137028217
64,0.10596229526679593,0.1524919675038858,0.1549588160802451,0.18203685046357296,0.1911984043222772,0.19559643140796,0.20366612032203252,0.2731191883748503,0.6069754751891426,0.5896779734715608,0.6023548982239559,0.6197590006763848,0.6434528190799309,0.6202059925663662,0.6122424439533326,0.6006096456352931,0.5741374528058192,0.554684907317939,0.35352554378252143,0.34533011978732847,0.34063895900654,0.3472764055651391,0.32366051959240444,0.33242889963024563,0.35354649466615806,0.35392924573165846,0.36316220348210065,0.36624004772210855,0.3643109537638576,0.3793693200572407,0.3820831444120999,0.3589114991800739
128,0.10789591338808893,0.154551334450592,0.1585037784363039,0.19299644873953056,0.2062209484072295,0.4970590694411346,0.5254344871791211,0.5603527426363152,0.5931499467607804,0.5788939035587713,0.5934519615597412,0.6010636219167251,0.5954399200332785,0.5900866760525563,0.5532566192481512,0.5368639936625651,0.35078413005061015,0.3406890225930125,0.33213435485441395,0.32887108636043205,0.33106609802335735,0.33406440633172896,0.33420849462514945,0.331325796435546,0.35365104521066454,0.34950253430693157,0.35674504815755775,0.36193629200934385,0.3608317761745028,0.36109341024125885,0.3753427072862254,0.35575741076655193
256,0.10948924801787434,0.16224183436171113,0.16217875492997047,0.20326309184324204,0.22138154475035376,0.49359326046722946,0.5175774156022993,0.5502521191358796,0.5747004052940348,0.5649083663645116,0.5612516944748385,0.556018599023501,0.546559687390375,0.5225797929860688,0.33919153607968466,0.33105844474299106,0.33024939840172923,0.32713477672494184,0.31618649000194693,0.3241559120094312,0.3300355394966969,0.32529196256465404,0.3224208049995597,0.3357385665659571,0.3434980330475601,0.3541817719137283,0.35521776172675473,0.3636145006690974,0.3668984451608602,0.3629606594634044,0.38535762595827955,0.3548756662793148
512,0.11234210734783974,0.3904592073566618,0.1668209425048475,0.4891212615977733,0.48584317731197635,0.48785067274190064,0.5052083005915939,0.537146422844306,0.5522286331949572,0.536154190278079,0.5271162021929504,0.5019612669655035,0.351322942979263,0.3354475059683466,0.32858606637950094,0.32002398510641183,0.31557862803705355,0.3146721140435008,0.3083168905022509,0.31868293040524975,0.32332541540856163,0.3219449432225816,0.3220478879755476,0.33411113692720085,0.34908477423699014,0.3500272822426335,0.3516112684626091,0.3656802854735178,0.3596119404104574,0.3678513988290208,0.3789334289743993,0.35149798800146814
4096,0.13204403793609393,0.386068304396073,0.37441690546846323,0.4527443472543713,0.44987032451888603,0.4455391399957969,0.4456717815840422,0.4416308541320906,0.29399287719098494,0.2760194403170567,0.28299276073989466,0.31010200383070824,0.32417705073173586,0.3155044157281563,0.30901347645850796,0.3030778066174081,0.3070100510741557,0.3038913977381511,0.30175442364222954,0.3115665063320655,0.3163300605936725,0.31568949866552604,0.31618084796975837,0.329712250823219,0.3430928994012579,0.34780006541099556,0.35106260087602886,0.36330279156229167,0.36088201843678147,0.3654856555611097,0.37696161088202346,0.3496396107203158
