,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
2,0.1899906956058999,0.3306436351145677,0.3535895486633097,0.2973623867774859,0.1476123243639785,0.1880578769443039,0.1499861172060312,0.2474051765497532,0.3176223379435611,0.1558675749749528,0.3307876386515159,0.281696980886061,0.34063298940204,0.3057540815643763,0.3545718715944382,0.3444818999209116,0.3058379675646793,0.3276698534966724,0.3307081576970508,0.3182689038369396,0.20163812472361,0.2143463360678166,0.2157018761066831,0.1963398258440147,0.2176569719761694,0.2945013404304511,0.2239919684998695,0.2345974588164924,0.1627240116412243,0.2090847481942523,0.2256977726775215,0.1934883134547423,0.2071586207125277,0.1753262315808974,0.2053888414333884,0.3888581621786234
4,0.3965309456963416,0.2706181531609016,0.3905464721622746,0.400809621924903,0.3921319496380174,0.3610051810444354,0.3452396044564719,0.367236875463557,0.3654721174327156,0.36028743804015,0.3875836997229008,0.3517189141660768,0.3940431295067679,0.3537999325529827,0.3710890231879081,0.4096810864493536,0.4025963983127874,0.2917171452965284,0.346963303703331,0.372922589305338,0.2618159278020752,0.3999147035330306,0.3287696992939818,0.2397949381303689,0.2438526914841096,0.2119817335762067,0.25079183443222,0.2182381471059037,0.2391541754895592,0.2247314595567731,0.2783654719783974,0.2717505591878207,0.264301546500949,0.2869051744728677,0.2546295230273298,0.4647715334724699
8,0.4185428749916829,0.4578508972145956,0.4336950666997687,0.4286307827305763,0.4065235779976434,0.398882328469007,0.4049336359174607,0.3853031435816764,0.3926500636617347,0.4019598016131097,0.4106283499803009,0.4147609839351507,0.3927488393125558,0.4359044228229314,0.2607452932083667,0.4466254201761267,0.4282780881426831,0.4545688471445219,0.2958347544486478,0.2545761215771279,0.2609251624773396,0.2882724177770413,0.2711482659522209,0.2705707422229368,0.2853650462911717,0.2547938609541568,0.2722119138637634,0.2727329348054049,0.2523621084294262,0.2755210722606417,0.324126753492286,0.2809597828353372,0.3137559630099897,0.3161487939882663,0.3030718576293472,0.5570794362271688
16,0.470328486198002,0.4837881209359659,0.4594986093737425,0.4372070267181332,0.4303731735626165,0.3912252248986421,0.3859999265394634,0.3883058317380157,0.3739355482650863,0.3928884973622682,0.3830162929925294,0.4097197262378055,0.4036224303856904,0.4225259550060145,0.2438195654477802,0.2592368272958184,0.2560499931047342,0.2783889518119066,0.2968222979203195,0.267734151554199,0.2976177809353171,0.2750479776679445,0.2607937444295021,0.2635840119517709,0.2715102654263302,0.2699000550957192,0.3012750410355828,0.2848157189785378,0.2752374610697212,0.2657879207535595,0.2944335054734066,0.3169552655653462,0.3026427081221173,0.3136067183160591,0.299156468256986,0.5752842697237242
32,0.4555316073655853,0.4800448857028939,0.4349774344145588,0.4366294296859542,0.4157477371099872,0.4018239690582225,0.3594970610299224,0.3735702822307249,0.3771892667662974,0.386768807475774,0.4141300223955151,0.3804661489822836,0.389387431986652,0.4318460790613047,0.2589578502222822,0.267215116662865,0.2775079128650325,0.2976960592641635,0.2951256451509473,0.2945412492752703,0.2990573764874309,0.2879477592557158,0.2677867624162677,0.287348164482933,0.2934057232938888,0.297483043342422,0.2999969019815398,0.2755109312632812,0.2891308656880064,0.3052066257662766,0.3309801984841612,0.316838633787481,0.3217161855041693,0.3397615577158232,0.3484601969213536,0.5664669577128498
64,0.4665692205381108,0.4522333436114552,0.4037453799568062,0.4109442556778373,0.3924023182028389,0.395535405336984,0.3787921926217318,0.3610114484419458,0.388966945965308,0.3968388315990375,0.4102965467174422,0.2266659687663816,0.2289030540002399,0.2634941769634071,0.2695042332077795,0.2831128652424037,0.2835441496964465,0.2955244174804051,0.3014612922378393,0.2945806152205244,0.3147242049131591,0.2896543766373576,0.2797063975725877,0.2882468052874349,0.2855067820198104,0.2932651604115679,0.2906236699789252,0.2855971919777557,0.2978142762171301,0.3038077957865656,0.3083320802364948,0.328590847102675,0.3442723063280737,0.3480133699628855,0.3454700527228967,0.3381455129329246
128,0.4513115161850235,0.4351019050207428,0.4509102973714499,0.4306360842108939,0.413327861944939,0.3857403564073408,0.3658115671037941,0.1895926242353742,0.2044339887621079,0.2109812842136092,0.2181592823538985,0.232326212142915,0.2299757364935735,0.2565890007442015,0.2762055151342225,0.2726824657622952,0.2962082533143879,0.3014588892773173,0.3075085726085067,0.301006841778306,0.2954859265884583,0.287929841279354,0.2913573838514278,0.2884744245202613,0.3017406587330045,0.2838059719265466,0.2894914197206577,0.3012054949140864,0.3033703584707858,0.3021279133451078,0.314614465898126,0.3331233483489745,0.3349716396099375,0.3487250815133535,0.3384418238503794,0.3181185137852768
256,0.44839645247662496,0.34112057964219544,0.2967508184349712,0.2582964038412476,0.2397303176438244,0.2110036667944109,0.19353085204091458,0.19520159910910087,0.2003599948324289,0.21331213530356793,0.2197075059240453,0.23264156806873995,0.23735702417774293,0.25318293821103643,0.2625504754950068,0.27638298831481983,0.29170969359912297,0.3006260790538287,0.30929077901903984,0.3039354504872452,0.30956500056727226,0.3013729714123974,0.2914364799656949,0.284498138767997,0.2905027774702963,0.29306888045700863,0.302145803832884,0.2952784748145797,0.2989950003053378,0.29775425718124976,0.31410110052756623,0.33136501959016756,0.33205104382369244,0.34365393914206094,0.34241995362859257,0.32257471395920345
512,0.3444261118364938,0.33563022946878807,0.29814936207524917,0.2601113445757657,0.23889329708531243,0.2097268380296136,0.1934359866413912,0.18479988625875188,0.19769330652967881,0.20738267330137625,0.21656889129348472,0.23419467544425665,0.23624213296126392,0.2552781090404498,0.264703422749861,0.273871502856923,0.2901366753247905,0.30458799514798546,0.30779773649371284,0.3117004765352801,0.3191837285461968,0.3057370271877445,0.29354178492032235,0.2859804836521057,0.2899952167727231,0.29291560181314535,0.29990992351536006,0.29730251892882625,0.3028487579781318,0.30141064222820796,0.31713229205642807,0.3334759879596966,0.3374461807948667,0.33994938722103474,0.34871511690108375,0.317603416633826
1280,0.3361199890164882,0.33437728370342157,0.2934339930134338,0.2573679562471241,0.23365552119899968,0.2102041521201961,0.19496002025623488,0.18382166599901995,0.19773354752824035,0.2106735265909793,0.21546053090679446,0.23062708081941047,0.23888839724493427,0.26087814325171926,0.2686919936091604,0.28586554471296854,0.29013498477677785,0.3028060361347225,0.31327162329507824,0.3152987690380635,0.3112488780164999,0.30912139893617796,0.2959677808770912,0.293891432856648,0.2878308777898649,0.2903912081736072,0.2954687462224761,0.29677922101601323,0.29828166463760575,0.30072507003190335,0.3177086956258502,0.3310988323473423,0.339494262534181,0.3388491703278201,0.34775302098750505,0.31767072243559835
