,1,2,3,4
2,0.2025370848512153,0.22757492554762979,0.21603805553428734,0.2242306642308022
4,0.29738185866408334,0.29764983801236894,0.26336819303836373,0.42231060550744626
8,0.3619320052525997,0.3777260485435699,0.34210450682813676,0.5215364184551019
16,0.41484073586481773,0.4087786735141941,0.4045127336684946,0.577437565652094
32,0.43070780945542186,0.4443442461787518,0.4264595287352164,0.6289408094670697
64,0.4696460958054774,0.46082621652073685,0.4421015990903118,0.6410471146927403
128,0.4677365422604008,0.4742754078715129,0.4639010393035297,0.4459501607808424
256,0.4747696102022125,0.4817848404608804,0.46188388108227657,0.4417528514055626
512,0.4848012494086585,0.4809648897198159,0.4639534027682685,0.44489240064444097
384,0.47434621099301577,0.490560079451987,0.46446049386859145,0.44130127121302276
385,0.40080717841833413,0.4416747586247582,0.4211746626171499,0.42403048842037444
