,1,2,3,4
2,0.15318402339506862,0.19642031334322024,0.18358844690221449,0.20183515832355706
4,0.24486183039569742,0.3280001819140066,0.3310913172764909,0.4553226603789738
8,0.37217736530721157,0.4035222970243245,0.35901427973616945,0.5272059002806169
16,0.410668018975547,0.409075799248642,0.39587308039605396,0.5956987759260505
32,0.4401090065016698,0.423186506378532,0.4208772865173445,0.6299375547416212
64,0.4586574541687983,0.47768388192527844,0.45410672799547064,0.6457537355068129
128,0.4816493440469739,0.4757338199030249,0.46023796308089077,0.4471917085798257
256,0.4714699915527383,0.48870222847631273,0.46020688723493763,0.44513288911647075
512,0.4839592219378465,0.4897896746295697,0.4760430040967925,0.44123769927753004
384,0.48269121183588176,0.4857246711730532,0.4716900256206696,0.4538017025705333
385,0.40080717841833413,0.4416747586247582,0.4211746626171499,0.42403048842037444
