,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
2,0.10859951809652864,0.09893466198029927,0.06902359906974401,0.09768785304166168,0.09818766424881917,0.090239353475054,0.06186526893346775,0.18900836351190953,0.08767040771045048,0.08337836973858578,0.09419695157056056,0.07570604207324505,0.1119861530718408,0.20123019411372592,0.14299208871539598,0.11691126462299915,0.10632255608786774,0.27468878890171,0.21444768419210405,0.08566752522566319,0.09588860828950503,0.11569532536595858,0.09517153875556611,0.12303923544589684,0.19281877626668786,0.11688226874665192,0.36635041897460985,0.3453365154649049,0.3779575498258718,0.37929303236013284,0.3825822523696098,0.3528097226885106,0.36384639895841125,0.3654626040913923,0.4409252748269206,0.4424731937319106,0.3919240924075016,0.3802924371564787,0.3978852950183503,0.4053569944959969,0.3522131768580108,0.3632602186153875,0.3423331881989509,0.32232301664710383,0.35320484361751825,0.2751563013356015,0.3014023360939344,0.30475458284869633,0.27077328499357556,0.2493429385753211,0.21015265593161683,0.23269027097022665,0.16072128721580412,0.2714786329364836,0.2214362058027631,0.22393386221140185,0.23921150495189045,0.19478317473167478,0.19764852533306704,0.23147038251972563,0.2123375778978634,0.2181920899807783,0.22959095585417175,0.4213691780572707
4,0.11500947370236726,0.11188522414848336,0.11796984547193451,0.10902795748196466,0.10998147695684496,0.10614704834113882,0.09568315631022666,0.12013787708812111,0.09840204772769288,0.08734521087099084,0.306893989684441,0.10362554558451659,0.283258767782472,0.2883778777355872,0.27066510366505814,0.2926242021896461,0.11250183893716598,0.08888836737853058,0.0997516868835233,0.1036749196656343,0.09213663397693665,0.36170645151381703,0.372198084109002,0.1479090750988024,0.39573583079390057,0.20094973494728421,0.42341535506433337,0.2265524706872716,0.4502689795072003,0.476244875087039,0.46379714328899435,0.4787971009194684,0.47647018069724656,0.5036807719123475,0.47153043834641756,0.4954211002205271,0.45092098355909094,0.48143688018765934,0.45421040057009787,0.44558677313316175,0.4776200305224263,0.35009458117225944,0.41407605542989157,0.4135596113377477,0.3857177035221142,0.32513543568626235,0.2776067091322927,0.2737599656302504,0.2964226390839771,0.244936044130076,0.28660790832706434,0.2563823323950115,0.25443352453947465,0.25224332566973995,0.260093836637472,0.24254910487197365,0.28761105844319435,0.3019689720526167,0.27189729096688703,0.26193592464095755,0.3027196211845469,0.2587128604940898,0.28290912442757726,0.5077613401954091
8,0.12632144128462214,0.13229604641646892,0.10545045093130441,0.12406975503039441,0.11343343626505283,0.11254664304093237,0.11167796708541913,0.1172716056191122,0.10815768489777278,0.1192529049827948,0.10349484881370045,0.10636916527542005,0.11915799835039301,0.0883346625086443,0.11427422734121905,0.36803761108911437,0.35863786634571587,0.12382694606332413,0.10694621482660309,0.11514975024525512,0.11366158465315157,0.1151809956041883,0.42269702382974206,0.15984318496615524,0.17697682264371326,0.19638726427056513,0.49289931112447183,0.5014512277137978,0.4830878125670793,0.5058815149453645,0.4918631220192001,0.5038725025059947,0.5308418476292589,0.5072808786617786,0.5233534363198298,0.5114068374717654,0.5043196226760421,0.48850536151231555,0.45897559498397733,0.45590035986888333,0.37384195192193004,0.39754501565309003,0.33468000633346084,0.3033173719313809,0.3175242426352331,0.309364897408603,0.28040293968526486,0.3104506392707987,0.28274914085954994,0.29894694567632757,0.2995180164601488,0.29212352738275854,0.2931826992362837,0.3141859806983808,0.29414807774512275,0.313619111086721,0.3103175464116069,0.3007821592427048,0.31175925171266333,0.31953751122393553,0.3449092741236567,0.3122129660643487,0.32491628064707656,0.5273736740297078
16,0.14312727299780667,0.14982587936858735,0.13889282361271468,0.13787214723256724,0.1346372652846191,0.12464507967283286,0.13085334236347004,0.13055218658280832,0.12012171379980498,0.13375487023419014,0.13620309987525553,0.11536546004838268,0.12384605292101192,0.10978492669786089,0.3799273062743298,0.3818770647767843,0.12558866431474447,0.11606383047198642,0.11789874395463783,0.1194345747541227,0.10609202306497066,0.11866401701409218,0.13746960110664824,0.1568858415224318,0.19007969219240375,0.19091201220278298,0.4923705361109837,0.4968640173100642,0.4908056017715247,0.5115961330348741,0.5108071121282012,0.5144084467011212,0.5080236385696498,0.5231284903519501,0.5074310327697485,0.5037676862384943,0.45368617262680627,0.47013232536064703,0.35477340415955716,0.35301238228563797,0.33835241493509194,0.3445029126538657,0.3397202011388306,0.33195574318823085,0.31046708889854785,0.3305066655975545,0.29212437036604944,0.33367836350810637,0.3113458371299577,0.31307503638464673,0.296336833464115,0.31937865010648575,0.33688920439725656,0.31035775075872096,0.31927535945548463,0.3197199575478059,0.33983533937021315,0.3264872808010849,0.3485203831794629,0.36324392475628986,0.3513509927901235,0.33720592788021375,0.3273822106465346,0.37176059224134783
32,0.5319008539439838,0.1598927928831688,0.15345946721524478,0.1606832544669502,0.14804161131413637,0.14473717866326088,0.1483325757016974,0.15034801588865998,0.137668837072248,0.13363802541978667,0.1279462457634562,0.1350692621511712,0.13427587055939247,0.1277472994160965,0.1285442988847315,0.38411998675364556,0.12189405868026422,0.10921389027477167,0.1208741313640736,0.10945423214128691,0.11010148295858917,0.11645852761863319,0.14013510380687932,0.16106346054756973,0.2116568711812049,0.47459517740325424,0.24784294143784438,0.4422135709133323,0.46252327412857686,0.47731870293810474,0.4643100757143314,0.4719848704802272,0.4794839192649857,0.45634596587600884,0.44570641949257805,0.42542633064685614,0.3465342206268495,0.3292141187104968,0.3384435098169611,0.3561003789765837,0.338472943219962,0.3343766010702132,0.3301145485637763,0.34271680515489683,0.3563502685451542,0.33692269694806026,0.3250866434468726,0.34581600344446306,0.3224914323387553,0.32245734878336185,0.32616415247768954,0.3259189038986497,0.3333467091417529,0.34598188560481097,0.32987086721148867,0.34524998826967157,0.35058107415970746,0.35408611850808525,0.3347095955051134,0.3604769901633907,0.3510847750017233,0.3540161234063578,0.34876050971872447,0.3463983964857488
64,0.5374644291279232,0.533816485367451,0.19418106704402766,0.1724085577994638,0.1738713546659212,0.15689821596737,0.15231885584553254,0.15687344417033897,0.14415099832023712,0.13931693583663865,0.13001380889009373,0.1357295975352056,0.13708261549634587,0.14093127174580083,0.12937114179443554,0.13645302838598888,0.12469720948465414,0.1293480068615788,0.12037709421334342,0.11709390565768393,0.11367289849682981,0.12466917570880191,0.1448032474786825,0.16484400237269348,0.20647714431547323,0.4303672847861656,0.4269489485995428,0.4343293543582584,0.4363726404824052,0.44973842231708083,0.43768042368527177,0.43487038240876524,0.4243965692891772,0.3978587726595209,0.32714576757773955,0.3338622140405563,0.33235565858470534,0.33873502397623356,0.3369074041316205,0.3404212448273813,0.3552388683790428,0.33928438489238555,0.345661359534183,0.34742186141569187,0.33782391022602853,0.333129448524256,0.33364591094212354,0.32526185569130667,0.33109260847342575,0.33173822601060193,0.3230134382880465,0.33127570536048795,0.32993020781821697,0.33249738515048205,0.33657119582292394,0.34622047736471145,0.34766025846477794,0.3512969616844668,0.34353419657259515,0.353097807646733,0.3465602408638086,0.34894896000782677,0.35693373668106826,0.34707149802783577
128,0.5441733093575614,0.5352207832849754,0.5188358361776255,0.2089857045297221,0.18551790414889302,0.17734117926403528,0.16303568180586725,0.16474092704894602,0.16289837861165204,0.1535322478269768,0.14283180964507375,0.14823974445750626,0.13809755134353974,0.1375601540770439,0.132858043676336,0.1388329740897787,0.13164625748643222,0.13846034798663057,0.12464250261793552,0.12903821149956843,0.12286968814080607,0.14377257441624877,0.16678006697810238,0.20310978800150867,0.36180628089375166,0.37997534944976274,0.39119954597828716,0.4026959138647034,0.40164856210297406,0.4056051866444083,0.3852265351844035,0.37531686801578806,0.3511706699594885,0.3088752707223999,0.3189886420543944,0.3344282750296571,0.32921317264501004,0.3389332006431973,0.32394977739694447,0.33398025231771666,0.3448874756752983,0.33844272868298775,0.3477836799232793,0.3469236514186439,0.33815341819199196,0.3386231889565505,0.335374342807132,0.337972809021924,0.3351455049136785,0.32731327156463624,0.3286534935891929,0.3304000060713611,0.3327199434281241,0.3390997333667371,0.3305070282978536,0.3421761344560025,0.3474423679005283,0.3526126409835388,0.3538448786811079,0.3595149835877151,0.3580239797991513,0.3648741421957661,0.34935280627203796,0.3382739785468786
256,0.5372773395238067,0.5242602160363763,0.5112245011022374,0.5087622087589367,0.22185971098708904,0.47375879595435677,0.20684233475622424,0.19291870643810285,0.1843742873604916,0.16888084776968781,0.1662128514684076,0.15867292486618842,0.16158217932016963,0.14917195340642211,0.1534113873883644,0.1495535957656378,0.14154218036226182,0.14176024043945576,0.14219557258772392,0.14850314008445434,0.1482631761859907,0.3363335524192256,0.3296245255837978,0.3690917342057562,0.34909723114768504,0.3635793152795657,0.3847687586060161,0.3745784329787135,0.3653465610274014,0.3589958020905914,0.3282832154693956,0.26721662853507144,0.2824267867979815,0.3011054456254672,0.3127574767905451,0.33116670395583425,0.32513389632547035,0.3330852468786567,0.3299654161149034,0.33589468340628054,0.34149439691738503,0.3345631706819193,0.3389105523394016,0.3422976660742459,0.33668336299634927,0.33977611979402983,0.3365726527179592,0.33646732371511584,0.3375138710507963,0.32784245203476164,0.33611053752448244,0.3353718986137316,0.33664075568871316,0.3363392883707482,0.34015819738918374,0.33760818896932365,0.34662272700024405,0.3541265931596241,0.35527953356640757,0.3538733545650447,0.3571958449259254,0.3610919693812318,0.3618816523046738,0.33165063592339317
512,0.5225679156263864,0.5035273878955729,0.48569157720674033,0.48296011205209055,0.47652166681802227,0.4620157958967603,0.4532607730207915,0.4416062907901667,0.4267027654085936,0.4063983560367871,0.37741044450723826,0.35515669583390713,0.35463243582059906,0.17846677957530988,0.17660599933363552,0.33001739015807313,0.32549248721496865,0.3189718033699223,0.3306261546648595,0.3085019299160269,0.3209605197053723,0.3247885457713557,0.3496713073501954,0.3562392719273311,0.36300225885623627,0.3678862108319319,0.364481259295767,0.33241573488847226,0.31212191091282626,0.26190059264563603,0.25231393926464274,0.2576247065085102,0.2794679979128001,0.29683063383389413,0.30836338515403,0.32832492939800073,0.31684591368122655,0.3310302849777883,0.3291393337227336,0.33375482529958955,0.3393633168323532,0.3384473605096566,0.34217103990480985,0.34356354292840846,0.341577192537127,0.3323476754413122,0.3352841917000341,0.33486013445328133,0.3331407948190661,0.3308021228453968,0.33668684946528593,0.3367566498561989,0.33418691837619113,0.3352632637235522,0.34091241545580736,0.34477827039696834,0.3486248879096601,0.3505742546997702,0.3560447191722319,0.3582016797605796,0.3610537396308479,0.3567359952500427,0.3577320487296643,0.3298774595132204
9216,0.28215357087383797,0.2698700833745843,0.25861403673824407,0.2595377104813399,0.25360953357052374,0.2509639656643546,0.26440408350656247,0.2753731103673711,0.28746188476144313,0.25971640690399517,0.25859088218633086,0.261087006106324,0.255000673618421,0.24996263666701865,0.25900924471443937,0.2459653748332476,0.24730084362321578,0.252985547259477,0.24122226204704628,0.23741853474099905,0.23541641708356836,0.23694116769235235,0.2373691443532646,0.22562482255284516,0.22119099158445524,0.21193459523338223,0.22358709141369937,0.2279229942959901,0.22758966770734765,0.2429830488466704,0.2426354373563925,0.2507220913091937,0.2680409447856184,0.28836195726311026,0.30322081862144706,0.3203143890479321,0.31471257953217785,0.32746182675321217,0.32398905552029905,0.3317779057838747,0.3383336402311465,0.33713894965075286,0.3375547946825661,0.34215498238083275,0.33846127431538686,0.3354203518272326,0.33434492047534187,0.33444636480967876,0.33417969575033213,0.33079966490770357,0.3336086524550966,0.3335592096525149,0.3358126849555202,0.3369807803293733,0.33895805414839775,0.3468487725115466,0.3496501869536145,0.35331973903306163,0.35444586849960846,0.35911020500230995,0.3606580506044051,0.36132042243448725,0.36090598161125365,0.324551255137839
