,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
2,0.22616211444642972,0.24286787396384044,0.22229771640030402,0.331515577630333,0.3123841520191803,0.3018372330062643,0.2889520799274481,0.08428377273513832,0.32333321071328663,0.32543481845315475,0.3186709450173649,0.169019468125295,0.3030612015677115,0.31401504751043396,0.28733323359953666,0.28928603188141233,0.28806938479329325,0.33087148036138675,0.3381070930531573,0.2054405932771581,0.24185105056710396,0.18005831141202489,0.19065244436137577,0.2606954541120097,0.19352531767235281,0.2630630371253846,0.16812996269406477,0.2030376075572283,0.25949479621783156,0.13772616909888874,0.1999218886277335,0.15167790220504168,0.20803229042775317,0.1980207826310254,0.16893473685098567,0.3801714324027921
4,0.4003441279261164,0.41955875919507907,0.4219287059258672,0.3806187908072478,0.4140263537764625,0.3867368405414696,0.1710419316458712,0.37124952403310196,0.36022528634817247,0.3739126136218575,0.3657672532131371,0.36587660967868774,0.3842193144668934,0.3891282787647439,0.40046631697969803,0.3524275672090309,0.39550368350923426,0.44919407960129715,0.39723124948379723,0.38212617550209693,0.3511525893423287,0.23598125712132662,0.21383307836088367,0.22474341251006585,0.2238212231505909,0.21748043340748158,0.22629545241217616,0.24165819065073288,0.24855458655756385,0.21501226996044578,0.22709237857791634,0.25243730574597306,0.23093742465979958,0.23915632390707073,0.27194545325952413,0.48929313626977583
8,0.2748551658565982,0.4788176509278988,0.4284714822859318,0.4361883157718542,0.42691649374284446,0.41112240691021207,0.3915622807720604,0.3747218981975277,0.37996579487556104,0.40264736215043734,0.4087124551245553,0.42887379557132294,0.40864132153724214,0.4107230825183274,0.4371822572118177,0.4418722130762719,0.4747992503718231,0.2752293633905548,0.41374383983824925,0.2682633503500481,0.2760423703788545,0.2505132719781828,0.2724965352602038,0.23884861438946559,0.24264995591100527,0.25752020177831303,0.2733645033846385,0.24538546875988054,0.27716025097901437,0.26063393923893113,0.31240772806273903,0.28675677276222794,0.2766331894206935,0.2907574477620408,0.2806762999244827,0.5652627263025474
16,0.45674058742904533,0.481021552857541,0.4413783554386062,0.43687515015237965,0.4348673907343689,0.4042147544275895,0.40350242896537714,0.36940798351061227,0.39030025002916247,0.4095103685886605,0.40469665911196245,0.4117862814496388,0.4153476636541457,0.4078172847539818,0.43363950016547986,0.2803114805796369,0.2554076054763626,0.27808177832172015,0.2971369276893423,0.2985801471533206,0.2842346171516984,0.2991701552818853,0.26875381772882667,0.27084426510295256,0.2925826692275627,0.26898789906997794,0.27097277882193127,0.2720068192360975,0.2821466964367296,0.29359321377321157,0.28553778685361986,0.28885915476392293,0.3300855824667301,0.30826015406163093,0.3140338634472578,0.588210976381063
32,0.47732854843317035,0.46845032400738457,0.44939699575855657,0.4093411144951492,0.41082825775278836,0.392417835509394,0.3835855834522615,0.363831429132852,0.37280272303723716,0.37309319033954247,0.38503462820566564,0.3996283640999921,0.39653521558996707,0.40569479256122565,0.24921133926261205,0.2732873383435079,0.28480703978346483,0.28524473562427083,0.2923122388134238,0.2769038603599562,0.2972866671778132,0.28010628745120597,0.2806484379522903,0.27969441222929237,0.2795724201772406,0.28330552586652946,0.29885648990407293,0.27923418458535815,0.28699844095299704,0.30669984696740993,0.3107319528741086,0.31205986459376,0.31954418178736765,0.31372156104514676,0.33887297086149426,0.5641044397723124
64,0.4506030941019625,0.43948989648197656,0.42855274492685363,0.412526727734891,0.3982853153325525,0.3930250400389493,0.3869987339018024,0.3816982652719331,0.37498680798739764,0.392675146996069,0.3992462544348217,0.23096689242353247,0.2446623357021076,0.2534554050712232,0.2631485561048677,0.28552083097775305,0.28537421144374453,0.3016284961410101,0.29520940287118436,0.292523412999932,0.2919695409078168,0.3002913780359076,0.2937185594327031,0.2870120936171643,0.2810808288219022,0.29790861475209673,0.2833106616506005,0.2966526635680411,0.2947534199230055,0.31122155436244164,0.3186232683564063,0.3328620716338309,0.3381794017775036,0.3410385628657113,0.3366621692968735,0.3289094924959066
128,0.45650334948198423,0.4642273900489317,0.45443306956680596,0.43204377467802085,0.40806181175765044,0.3869924156658225,0.3607051935286606,0.3542401553787672,0.19997511569226217,0.20819616133992339,0.21418653575702642,0.23226814250589475,0.23791294215094183,0.26156758675715863,0.2659386567032574,0.28421739097140675,0.28581605151464673,0.2952835739472032,0.306223103264978,0.3130503676698116,0.3146612606336309,0.30930644980353117,0.28750735088197876,0.2951335824800312,0.278906449633164,0.28379875355744255,0.2966277130952038,0.29061315559494405,0.29658092065041436,0.3003504807856023,0.3217135351463771,0.32690476827588605,0.3350157427547718,0.3386549428543168,0.3393873074954109,0.3193639505853513
256,0.4443606264480122,0.3401470072441406,0.3014155351964397,0.25473529423188085,0.2403112522484349,0.21211524792704398,0.19172976784424012,0.18610131730763593,0.1963153976543034,0.20796251065327936,0.21609692144208045,0.22904209126606156,0.2420045514103673,0.2567562023566568,0.26711713589031016,0.2855578855911037,0.2880322202256003,0.2954952039860888,0.30927055887363647,0.31590283528743257,0.309976930766357,0.3043308921164179,0.29918769987162647,0.294494413306887,0.2795212181051824,0.29142008760583227,0.29234342690447035,0.29123352486627263,0.30005806408443686,0.30531150159237913,0.31278636042183455,0.32501686825382975,0.34047206434995686,0.34656168212030475,0.34315459065942727,0.3215179424064572
512,0.34267978568633434,0.3368916898235354,0.29614616118101234,0.25902191924310336,0.2359039065322433,0.214198600955377,0.19966188096895712,0.18455352210128095,0.1974334273768337,0.20728466274952037,0.21577404967881705,0.2311747840147803,0.23785617794956215,0.2534476489986069,0.2719613488452567,0.27844240565726625,0.28743511546052725,0.30120129374192484,0.31120656162972776,0.3098991678484901,0.3173336642714645,0.3104065132188097,0.2937941209730087,0.2960258276069567,0.287692431528633,0.2881623214103957,0.29475033203855955,0.296913823456696,0.2970067211316355,0.3022154324201371,0.31701316568942217,0.32550903076205195,0.34204742831692475,0.3407694816829809,0.35005952102719107,0.31827964500175177
1280,0.3429920827229583,0.3337248925206174,0.29419745640767136,0.25873787052552916,0.23274805655852931,0.20970630176547603,0.19120400512158747,0.18694438077354272,0.19576605430666114,0.21183785831932447,0.21627966097753024,0.2291548471533612,0.23349456636761554,0.26082947471096457,0.2686066415509603,0.28352989228339665,0.289112377323494,0.3016523722682946,0.31075910243379157,0.3133727767085512,0.31174701471065297,0.3095017699483109,0.29294179614447974,0.2880535078444101,0.28865707929923895,0.2909706423595885,0.29752793220266055,0.29842036516825415,0.3008828316059302,0.3039055039639803,0.3203019642072537,0.32747314517832127,0.34132634774020787,0.3401364928601594,0.345909613531912,0.31765415290868587
