,1,2,3,4,5,6,7,8,9,10,11,12
2,0.20279055160368714,0.25564834363665323,0.35793158150018295,0.25352452282892773,0.3758394260275061,0.2778305761731886,0.20024472373954944,0.22970124005948542,0.30493157726976167,0.18532061627952942,0.1268798833540886,0.24040620469514595
4,0.29758082711344697,0.33567066059673306,0.32646235781683325,0.32476857302322243,0.5113586087483799,0.30222795118014956,0.4763566803274209,0.5000027579299753,0.5206217008607552,0.2454070816602863,0.19228611390905673,0.35578241163512947
8,0.4224930213897842,0.41327314591535863,0.6038615659248647,0.6113714749916396,0.6101186506341927,0.4112556319560224,0.6004300077285819,0.5888515703792259,0.5827769663545002,0.5455523819163927,0.252168907196451,0.20140799486663463
16,0.6162367530548701,0.6413139482716049,0.6447044247767507,0.6456013521260854,0.6553547970814658,0.6446384407178014,0.6540312812447905,0.6419886235344459,0.6395064267507178,0.6126168293259574,0.5952460773999733,0.2475445963650574
32,0.6693696096193594,0.6718749651226738,0.6867975767454956,0.6940210066455886,0.6889050876591152,0.6802583583567213,0.6700917458371374,0.6735509487664114,0.643767751223395,0.6442723568980192,0.6235237480183823,0.5255311484995685
64,0.6818446811064706,0.7098766656191862,0.6959572407639417,0.7138681888820316,0.6937183848070297,0.691731727459876,0.6840838348563931,0.6800122965736918,0.6668176834881422,0.6407677920422163,0.6382743635612819,0.5445625958342815
128,0.6994480620600018,0.7142185335245459,0.7092598538289736,0.7137114607493665,0.7067629266763943,0.7050684996739117,0.6893822253646068,0.6801356355664365,0.6675332438231039,0.6488561129028326,0.6289433883868373,0.5491842265285819
