,1,2,3,4
2,0.25107650021037864,0.21398446577433144,0.1834859602924586,0.3494040503226116
4,0.2709591796795982,0.28862325540986367,0.2926969492511565,0.4379958741747182
8,0.4081564006590266,0.3764989076893127,0.3448644364099887,0.5322764287343643
16,0.39092178139137196,0.43685527425988807,0.3575644446875888,0.605284393892688
32,0.43501482182934953,0.42261083861290216,0.43104537386728714,0.6238635211119947
64,0.4460220674846247,0.4541566793368282,0.4721605528614864,0.6460772486700362
128,0.4716393281118126,0.4773187493517158,0.4616698302855435,0.43448371715884165
256,0.48188167986294145,0.48823285171535097,0.46455612604378366,0.4289299324991501
512,0.4795855543254147,0.4873937855488893,0.4741294366101478,0.44196050018073363
384,0.48215224602306506,0.4851108791362102,0.463146161511716,0.4412927360072125
385,0.40080717841833413,0.4416747586247582,0.4211746626171499,0.42403048842037444
