,1,2,3,4
2,0.23414419811578027,0.2407257305930818,0.23938115391996573,0.34111211620367793
4,0.2571645682024791,0.29015066782826987,0.26555496041383125,0.45202304739721
8,0.3904027052677535,0.3398056276452833,0.3412024780564951,0.5144980600468533
16,0.3915934122925925,0.40387692955709487,0.3813114367329063,0.5909620665643884
32,0.44973104455343255,0.4426982044787311,0.4311249785202963,0.6365882255929873
64,0.46768371148970783,0.47191158820180845,0.439252306407584,0.6283938095219731
128,0.4774950428136473,0.47730837470138976,0.45908464969524837,0.4287379103299801
256,0.4870653427659924,0.482397389228913,0.477675038071765,0.4355890194391226
512,0.4798667396483369,0.48500327218688677,0.4668551734515081,0.4406080611308541
384,0.4799924661155664,0.4827998381562306,0.4665510305782289,0.4505663424929598
385,0.40080717841833413,0.4416747586247582,0.4211746626171499,0.42403048842037444
