,1,2,3,4
2,0.19196647068962933,0.2166234020562125,0.17126363261936886,0.23509133794700898
4,0.2883332851931459,0.3056634158419756,0.3111519311460172,0.40075337409357
8,0.3860758850772287,0.3599641745645423,0.33437653998372435,0.5132893938127947
16,0.43246871908226886,0.41416965177304776,0.3923957559994879,0.587421955947733
32,0.4630843894629902,0.4401520827641061,0.4178010176257048,0.6296987728526102
64,0.4582448894420018,0.4691503077033217,0.45233171443352616,0.6430041576681325
128,0.48816188993177884,0.4747017627053886,0.46051763414920593,0.4422001891930674
256,0.4681035623725439,0.48643671546613415,0.460657571757732,0.44403832800098975
512,0.4855339124326665,0.4873599745886747,0.4676284823399266,0.43737967858767046
384,0.48190070484893255,0.4912285669303899,0.46776402855522564,0.4484134021127151
385,0.40080717841833413,0.4416747586247582,0.4211746626171499,0.42403048842037444
