,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2,0.26654971421622353,0.2717958741211357,0.30364739072689295,0.24192929911664932,0.3274854348667873,0.3084011750870447,0.32552470383725873,0.2592592717259377,0.22798055539417725,0.2676859251215289,0.23468859951267088,0.187580333782175,0.2744817563287612,0.2156054553113594,0.22452635805696078,0.20519113436309488,0.20788618859543953,0.20450872564484646,0.2701793116365422,0.1931120955097462,0.21960012176450944,0.21747419349855682,0.20868650272935144,0.16788580678630144
4,0.3810644013958043,0.3662672408053854,0.38482082427780434,0.36912095915364984,0.35626264106870725,0.39699187589872725,0.3210916654564195,0.336600970542529,0.3677889974490575,0.36518694855527933,0.3388034384842906,0.3018679194306242,0.32154828522349743,0.33369050430006725,0.2774354277555954,0.2942281519948931,0.2984109915605742,0.27935702649284716,0.2897079404370596,0.2778129880598536,0.2635877091665303,0.22848826269754022,0.22538700505477158,0.25970782359315037
8,0.4236605417940557,0.44115457544489783,0.4746327542997308,0.45143103426437386,0.4023428504716204,0.4182060161197945,0.40799902095605817,0.3962602724663635,0.4184458036331675,0.4213842257671557,0.416316269781074,0.41609546542675385,0.42890892369296807,0.42207243228624425,0.34053624332512045,0.3279038340463432,0.3543828371728926,0.3571398621306931,0.31671682041123544,0.27722742621000523,0.2880849708213124,0.3199889012876085,0.2781729075643213,0.32675379867321075
16,0.4745241927124462,0.5018874624039589,0.47831581930970174,0.47043922396497767,0.4903988554615357,0.5068739147338205,0.49792727579997764,0.49060041493113277,0.4943096353345188,0.4750346351300736,0.45250762700900515,0.47294089828854086,0.46053129086796873,0.4573457875825693,0.4294341801675032,0.38981476037508783,0.37500143420563725,0.33204232077920437,0.35656228800566875,0.3264135106002723,0.29824760169865155,0.351017469199951,0.3373850595388072,0.372641349004923
32,0.5164319341715099,0.5236013123495071,0.5357979817326635,0.5373851085235406,0.5502057642177438,0.5430463804313175,0.5425939888003602,0.5375573978150422,0.5191929816256659,0.5001684201816387,0.4985215606943141,0.482644886697047,0.5100012161041477,0.49747343238004244,0.4520021646067972,0.4270464414497038,0.4068917601127908,0.39430212765459416,0.3880609107312874,0.35666646287283915,0.37087061449743514,0.3336874026713285,0.35439443964671924,0.38613187862235393
64,0.5279460069977499,0.5438556787512804,0.5474689158817528,0.5629984823461442,0.5548378870236091,0.5529900486895697,0.5471372477711066,0.5429312788513824,0.521788779156942,0.5377502852199989,0.5224420614280617,0.522598941076635,0.5208984055445508,0.5062070553921437,0.47799499086463254,0.4345923903428786,0.41042931887646905,0.39564289945086223,0.39526842474033436,0.39539865878662667,0.34962826635195604,0.3646448515749632,0.3368018204744396,0.451038655321777
128,0.5295768795818488,0.5524630421084198,0.5594394046013944,0.5703177214205319,0.5733339873033264,0.5741594184764064,0.5519822346767543,0.556770356861716,0.5569923088644838,0.5418426140362542,0.5298715159862992,0.5407803382632749,0.5326589089590101,0.5327523501429872,0.48997032215676567,0.44660265733655785,0.4192020741808471,0.40786854638464215,0.39647329984168234,0.3964839997736161,0.36761299490778826,0.35927375979574605,0.3701824835719569,0.7317542765225622
256,0.532634501385738,0.5642142681252487,0.5677737261287656,0.5759513283576463,0.579048309234643,0.5719063898629166,0.5609989603409431,0.56436065400628,0.5577403855229477,0.5571330710390502,0.5472008861374206,0.5430522377907597,0.5337343357294699,0.5326498789586498,0.4864813219794999,0.4550902094027677,0.43196705174497474,0.41245321867564133,0.40317315007096016,0.39421937097701504,0.37712931187045,0.3726367576920739,0.36792804616845654,0.7363505008916479
512,0.54910231970644,0.5615301566406771,0.575041348511596,0.5764856491932736,0.5809229666306002,0.5787709340333343,0.5713890821710427,0.5635071288428476,0.5640606848162287,0.5609858414134791,0.5480235255842475,0.539369154455065,0.5433018776713445,0.5396870988893646,0.4932203548967948,0.4555622319406276,0.42963665519969263,0.41479381446918523,0.40900344929141735,0.3980799091675834,0.37867559520459854,0.37794570224549046,0.3636282770318998,0.7338802674773967
1024,0.5485867437954571,0.564547963519081,0.5723982729038521,0.5789480423280547,0.5836712593810508,0.57890855039345,0.5688195843440124,0.5689131119657046,0.5654588946589378,0.5594279739312276,0.5454519111361281,0.5434632219243576,0.5403870361623458,0.5434958852361632,0.48594640784856735,0.45678727221020793,0.43597694000238507,0.41575362653944603,0.4095188304915857,0.40699226296307195,0.38082930297698686,0.37361432352624174,0.3640279289960958,0.7224391095755369
1025,0.5113277551017911,0.5362456425115606,0.5368932942040691,0.5402049838415355,0.5271433311361943,0.510143649917558,0.46930356970353027,0.44442239788122273,0.42682879141057795,0.40617583135515317,0.38976943169748013,0.37821470554389514,0.36902112977371526,0.306524758421611,0.24556940175808722,0.22157958626510507,0.21449430025180272,0.19809484512468165,0.15762808143789253,0.14413176776391423,0.1342074766677746,0.13577176044404166,0.12539886250351823,0.48720119305845166
