,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
2,0.0963014295769054,0.11101840825392714,0.0759873831651405,0.09534102879277032,0.10351364642480058,0.07182327936124198,0.10445170127958134,0.08849211254536808,0.06515670406479873,0.08689009381325746,0.0781932642729439,0.0867439576202119,0.09406859132951803,0.08685563458052788,0.12589176262211993,0.11055372287769935,0.10605093450168736,0.1330028420915504,0.23764090796380377,0.1052672417991845,0.10129024134369524,0.09488167391142797,0.1173727933933171,0.1300598224916253,0.12858638161852634,0.2911853831900747,0.18320059576875924,0.3477329726457614,0.3545262565773974,0.36522967039868864,0.40152008732615835,0.3518859825146663,0.37313449652079483,0.3798744365614135,0.37663838176714765,0.37898379493531303,0.40135304377307,0.39658012506664486,0.41029397424397573,0.3671967398379069,0.37832127191801024,0.36750135459891975,0.3276318734342742,0.35941911256410286,0.34252955749141334,0.32933065656902805,0.29952034611777595,0.28977094427518996,0.1955766006841855,0.22813683945672972,0.22612692218475153,0.24524609934031655,0.2041291747088497,0.22414181107053638,0.2278516055545665,0.1920601485727955,0.24369794220091823,0.2268820657004227,0.17879049890329501,0.167030879705005,0.23403928705145077,0.22454196037686572,0.22343338211532882,0.43143764155151293
4,0.11993995239985847,0.1163900466798277,0.12287636099495358,0.095993674244991,0.11971977799229098,0.09399940026891858,0.11982270671024875,0.10786439772473098,0.12100291309676157,0.0992262792217676,0.09173975148773694,0.08780630669608605,0.331378453111924,0.2813461234519702,0.1563810686255786,0.2626530789313687,0.10961075112756995,0.28424595161181576,0.11308877063486206,0.11182094667255486,0.11146897366003293,0.34378743058574346,0.38580361451488765,0.13805575723989344,0.1605596337162033,0.21126740373796318,0.44876131763578003,0.41266704092922624,0.48843905675320115,0.4600577679114796,0.4696782528691653,0.4540050677080236,0.47461544565368247,0.5086294228556172,0.5002283865310633,0.5043286847464189,0.47443859554769147,0.48245864923908327,0.45008337938303417,0.4582498138591277,0.44452193175886245,0.4162793251220656,0.4174252990566798,0.36997039080854743,0.3252162086042494,0.2888477721987808,0.27510087257873084,0.2807628431547243,0.26031946752927543,0.2837145262405354,0.2628482891218061,0.24425031616511972,0.2659091293809225,0.2817347937262304,0.2575591783019382,0.247915108137832,0.2744408762205852,0.27542879995102393,0.291898063713184,0.2712330109708231,0.2936321032496491,0.2815375310547369,0.26394844904909304,0.5070197531338556
8,0.1152392530798766,0.13033029872007354,0.1219063896016086,0.12004596671154666,0.11712078720365761,0.10642647210419064,0.12257775478060362,0.1097369247553063,0.10780591117749624,0.10578855137097451,0.11422926059665468,0.11697750066064963,0.33080156620153894,0.33062712363750096,0.3587079553667773,0.33903179303678116,0.3553176735724459,0.1166430218421286,0.11826167574994101,0.11473152286935899,0.1085225019519031,0.11931044546454275,0.1275495304964854,0.14921305800471366,0.18232263096203824,0.19910820816908736,0.49198495830260036,0.2260698467182428,0.5152474372749325,0.5167500389558921,0.49130645525421857,0.5162610559607343,0.5317026704048736,0.5261001232787399,0.5339033722050122,0.5113318898432042,0.5004744460233774,0.4896332410854772,0.4599518246119708,0.4371891797539508,0.34227637845543607,0.3299226667829085,0.3357595380660328,0.3234545682371548,0.32186629150711454,0.3020210743758524,0.30995710233329793,0.3035644943156705,0.31177256076951093,0.28542890456617026,0.31413303997328507,0.32223494321893215,0.3029144579883637,0.2885881860316499,0.2957099608515832,0.2978470174132614,0.32450241021199344,0.290159396931481,0.3157906772768691,0.29684587167316273,0.31773784498013347,0.2987638442078345,0.2993760722764029,0.5342000152762093
16,0.1481474492407338,0.14641548738319482,0.1418570621099857,0.12826601360726544,0.13233346067214746,0.13229134815905164,0.1357075058752678,0.13486563816283337,0.13335020618455815,0.13137372419549703,0.1301462305696545,0.12525521860889782,0.12120959289952882,0.1273059243604335,0.12638647011522294,0.1259060750123409,0.38451393254562,0.12007380577658441,0.11049500725891818,0.113330670187893,0.1157905366635171,0.12467686334990015,0.12256215958972262,0.1399132571770229,0.18361062696472413,0.17809939004771314,0.21973109571189672,0.23915910025421347,0.4838102423752047,0.49525168577693324,0.4922475745040674,0.5108692065522923,0.5201009021185137,0.5158884184040088,0.49954738431211,0.4909953279891407,0.4664510242015834,0.4427762210271067,0.4123079185937402,0.36229605876717547,0.34263196392624523,0.34350586500373254,0.3486969469460209,0.3244888835371767,0.3236769967087391,0.32821013248322234,0.32658329613977144,0.3219731648371019,0.30907532577604435,0.3041932269891593,0.31968765616904365,0.31417055960187495,0.3068472774146928,0.3180806894915302,0.3161068624416921,0.33150156761455335,0.32397851900387514,0.3486755241749986,0.35162135448279846,0.35247866161746233,0.3389946399226655,0.3528433160307947,0.33527167523073714,0.367981800097542
32,0.1710360261814042,0.17125297068016704,0.16502853553835178,0.1584361129922037,0.15602691027050372,0.15963314926523278,0.14040167894689187,0.14511808112138158,0.1381798017730012,0.1403335187082514,0.13261276073656422,0.1274558700132962,0.13251134160009742,0.1269916679780314,0.38675344822858587,0.385035276478142,0.12468337127253423,0.11825564658683896,0.12010491140187425,0.11665570782436994,0.11217017540795057,0.11945258894053402,0.13722805073045935,0.15124822354253947,0.18381039796965098,0.2066926594077863,0.47028611712477425,0.4652953330519697,0.46744172886059593,0.47928476217180327,0.4742646867203566,0.4723494561720956,0.48173635458317027,0.45850803017841096,0.4500523763250416,0.42153385071985333,0.3392847880583077,0.33530494787285625,0.33971569072008134,0.34904974232539443,0.34465512840575346,0.3474484753454397,0.34508284163438735,0.33769500479470543,0.3378052454764254,0.3290790833245913,0.32989088539655675,0.3264530735470564,0.3298333128447922,0.3239543523263328,0.3296607616435042,0.3320629624162533,0.32429548988410245,0.337666890843812,0.34055721711591164,0.3343115630767506,0.3319739223061556,0.3554271766437863,0.3455940239531097,0.34623682849169574,0.3357760724502542,0.36458922529703086,0.34948229125437347,0.3539625527345095
64,0.5365624347159816,0.5284373998255759,0.18795793531931165,0.17701654364986436,0.1686739663839597,0.15585370927424733,0.16323617896759635,0.154198339778973,0.14923960281551407,0.13578290706549098,0.13329397141062485,0.13981068581067757,0.1383485931419888,0.13598225657877244,0.1395960434809564,0.12517219162689397,0.12620420704858976,0.11857212954467237,0.1267160605469431,0.11774942595781233,0.11737579652129082,0.11931874701738542,0.14225398125063282,0.1684983784621895,0.21438025011026576,0.42302528974435544,0.4231147215667975,0.4346360467981974,0.4396534718918519,0.44261057481045163,0.4349731180588786,0.42912997773527395,0.4224925082695202,0.3995271580000635,0.33675014193356484,0.34200668794239214,0.3312312773129886,0.3423883509180469,0.3354362219039693,0.33673736661342035,0.3463867970517131,0.3385243400028347,0.3349887512544559,0.344552891483866,0.32608743870750534,0.32980906562160256,0.3181462749659888,0.3303708544263624,0.3377141528852716,0.3310325802746835,0.3343124862350827,0.32540439317035774,0.32737078684851406,0.3333799680395792,0.33736266779514357,0.340865361869455,0.343335401412456,0.34272389720997426,0.33493457583372493,0.35194486306496087,0.34876499723031906,0.34879494604429945,0.3485411210265612,0.34669193409585175
128,0.5423490316668108,0.5296518088846864,0.5200578252142073,0.2032946853909258,0.19673759621052608,0.18742747892067263,0.17518523117192286,0.167613834720655,0.15933384667338168,0.15314576060455412,0.15398484738841492,0.1441304666375305,0.13908415562187107,0.13966626078208386,0.14461842110144474,0.13803677866227165,0.12892844499594966,0.12759258678435254,0.13517087141702158,0.1269124367115519,0.12923797334163345,0.13520428150206848,0.1612516290786699,0.3460606381117584,0.3745786689224063,0.37667785766674405,0.39116585413523813,0.39962758067530324,0.40162267930894285,0.3960295630583756,0.3854980720141117,0.3740822365205587,0.3434335150465079,0.3058437218419256,0.31477182201551573,0.33767434483193287,0.32251318726351985,0.3371547876574731,0.33146089596148454,0.342644459779103,0.3434944984735987,0.33401286981521294,0.33467210107439355,0.3335389895071114,0.33534274009658643,0.3363243666502138,0.3381351718847901,0.3336466668782267,0.33055960250847494,0.33048693643251614,0.3299442086711349,0.3304919943322614,0.33368970025893924,0.33185124991161097,0.3388763702832433,0.35025430359872384,0.3483407361098899,0.3534386798521149,0.3507100185331934,0.3633651700351002,0.36125583113054016,0.35764661878713844,0.35408851001502994,0.3394814284124084
256,0.5389356777863229,0.5179065295652029,0.5084418613641151,0.5037651114743124,0.4940094147456305,0.47747514735073976,0.4579244452160082,0.19192651052332316,0.17291568879065086,0.17160947701859283,0.16213877507297186,0.16322198798529494,0.15835321887169673,0.1528453951207276,0.14703458988887166,0.1543948740029488,0.14310217820989518,0.1438362608875875,0.15445381182113002,0.1418279562792962,0.14719355179780189,0.3333692016768969,0.3436473808236866,0.364425104696875,0.3509347285573802,0.3868309431327434,0.3708990743463637,0.3761477723640103,0.3556931287091925,0.3633179423543726,0.32916012196557215,0.2686828422008805,0.278368612549299,0.3012599498021039,0.3086825505396721,0.32633471915116197,0.3204477590836951,0.3349256328805523,0.32348080609208296,0.3333845334354995,0.33780082897701014,0.337737618974488,0.340024137848066,0.3402403836786122,0.34232610072530434,0.33010662497898524,0.33042781993852877,0.3309857901206096,0.33769494981753434,0.3365253425714749,0.3312799065326495,0.33362517080430965,0.33867540810627494,0.34302883954329855,0.3422800161115934,0.345534733364747,0.34801356467370004,0.3486840044036475,0.3506471456669873,0.35822489616181036,0.35647541949383127,0.3630196591309031,0.35164015438461405,0.33152777798089594
512,0.5201332327262552,0.5026260096860912,0.48618789278209934,0.4804404808100027,0.4740042644420812,0.4668742728257774,0.4494627461645286,0.4389179277376934,0.4283859144103036,0.4064926625017371,0.3849827022675207,0.366589358923261,0.18162600835433376,0.18473986493215605,0.17456654557646054,0.32702370680422393,0.3224110923659911,0.32175260558933644,0.329532958814543,0.3310074511260401,0.3302280351893091,0.3607748083716209,0.36982384915886474,0.36636382882293794,0.3701150792694196,0.3546118170907049,0.35801949384249127,0.329169662795481,0.3112314846139794,0.2591390618505172,0.25188443927794674,0.26540049433779644,0.2743766239425268,0.2955020532253271,0.3095019554962635,0.32961577734143965,0.31620691631174225,0.32956029621289407,0.3263167278719053,0.3352861823317726,0.3355601289941493,0.34143815068987443,0.3388680687304006,0.34145404825519665,0.34355352792039845,0.3364024044539364,0.334810254124046,0.33623684108769536,0.3342622302285112,0.3336106591218433,0.3311491272960766,0.33321821145778246,0.33791352072427683,0.3361530463313536,0.3421697181619869,0.3459325886584106,0.34723745423938407,0.35453123430210143,0.3586181547391455,0.3595550940154951,0.36268850184980533,0.3559814633554005,0.3561322451194077,0.3326985114942156
9216,0.2825122694269631,0.26855484847431227,0.2592786354403741,0.258888482776592,0.25319801570022255,0.2497264020533309,0.255207529806279,0.2934046764369216,0.28682184969785346,0.25752229320153186,0.25587946995485555,0.251978248945906,0.2552063684135386,0.2570338465278414,0.2577981182505893,0.24819372785975582,0.24273583254304676,0.24536584190978236,0.24193768542596414,0.24233867974942228,0.23208896503299203,0.23618132504409925,0.2360153727467366,0.22721304430571426,0.22008401249919,0.2123685827316728,0.22525456504948713,0.22848087284945237,0.22600334495759847,0.24252655506894297,0.2419074204932497,0.25136256160872156,0.26837009081853846,0.2884598028834527,0.30282782771093447,0.3201839282208088,0.3152545582296023,0.3270511541569172,0.32448711968626925,0.3325120663458928,0.3381260212350388,0.33614944990807466,0.33823948037198603,0.3412815619621652,0.3391115305513782,0.33486951264239223,0.3345376818909479,0.3354062066592405,0.334808813264019,0.3309212079795243,0.33338175021621036,0.3334305195484455,0.33577951768631253,0.3368278475835451,0.3378224258424076,0.34624061962578917,0.34875050158286086,0.3541374351159167,0.3542472657595684,0.3587760560468158,0.36075215319567894,0.36101817856398,0.36077519092110344,0.3260435325642009
9217,0.1639322128614265,0.14670864856688612,0.15597020360918476,0.14918499347487138,0.14553727059777272,0.1411327951480579,0.13682082107950738,0.13169799787662453,0.11986827362226478,0.11632849542146294,0.11229174138692598,0.11039867351078216,0.10352842153954536,0.0998119968402676,0.09870524682654877,0.09706846877798275,0.09394569444485788,0.09354097541805476,0.09503136987630507,0.0955535659549798,0.09533149483500784,0.10537937690259332,0.12215608904079557,0.13748719249879018,0.15815218568254902,0.17007390736067088,0.1950325809592823,0.21029093587556139,0.23333629995776706,0.2661448233857606,0.2591859482146407,0.27251211441607653,0.30443276481454656,0.33865019878259023,0.36250704282430013,0.38578337604376045,0.3909406057929171,0.414624136593313,0.41115167080026865,0.4256331181132502,0.43570970971774975,0.4337184297067892,0.43729375549632743,0.4400785393441245,0.4394218759769794,0.43375682897011747,0.4333256750868562,0.43512061329393986,0.43446031914278394,0.4268382841354621,0.43074794213773154,0.43152230475614833,0.43512874075240726,0.43717511705171547,0.44311744600267006,0.45125381535319314,0.45287828767828486,0.45600559991874456,0.45653724978014043,0.4597383322214128,0.4561059607446668,0.44712698148989893,0.43784452137827307,0.37298983325779284
