,1,2,3,4
2,0.2692411774440641,0.19436787030871108,0.24119176520018493,0.3041922107088529
4,0.29796572996525117,0.3122603442178951,0.2782605603278733,0.4592407917332635
8,0.39381072406802614,0.3325181764489908,0.30827959386574477,0.533255794350708
16,0.3913096430426295,0.4250492749590984,0.4007264146633014,0.5677862522567309
32,0.44159503256382965,0.4264220760252477,0.3961868740535732,0.6244487984814721
64,0.45752493069474,0.4579366232808916,0.4673377103727973,0.6442618585490464
128,0.48336296015674646,0.4806903709740178,0.46426947797838763,0.4321172929001324
256,0.4806087688171261,0.4825850623719811,0.4596123137111327,0.4440300814253276
512,0.4779577719183392,0.4830869976650769,0.4692181076909878,0.43854783810022013
384,0.4787880090697906,0.4784185768220433,0.45542811117453713,0.42751822804387096
385,0.40080717841833413,0.4416747586247582,0.4211746626171499,0.42403048842037444
