,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
2,0.3018447419715563,0.169229852014968,0.2028120797476207,0.319680923756294,0.1554330583213899,0.2950417339527743,0.3040695672962495,0.330879161897177,0.305714562141186,0.3057320059394467,0.1496733520793964,0.3464957205720409,0.2104987816525,0.3284508820970902,0.329581031769277,0.3426251856991864,0.3318975635968683,0.3327883564101894,0.3511363206811012,0.2290033735932838,0.3035853352449648,0.2559154754205235,0.2354733734328729,0.1988376334398741,0.2320754108695897,0.2391721550416445,0.1980523074572452,0.184371536211219,0.2001117889397246,0.187614731165587,0.2339838013414742,0.2191111433507826,0.2355462365103616,0.225600829599072,0.2202176436765159,0.3638372040265376
4,0.2605488116708465,0.3932793506883659,0.4042654662865383,0.4206970019650012,0.3902337093263552,0.3719181082835233,0.3591007855803206,0.3610040219424105,0.3673870043736569,0.3394092914917219,0.3801650115273455,0.3580854236600504,0.3961479632685794,0.3741887204289171,0.3615309758371046,0.3963819965047059,0.4197982993111818,0.274123476976566,0.2600854136767097,0.2590981556955234,0.4043757864605505,0.2397492609896313,0.3833529697529236,0.2431733431617214,0.2341979694930943,0.2400502114769841,0.2450853208940231,0.234605893230832,0.2337234615289556,0.2261858989450955,0.2845112347883064,0.2262873455701479,0.2584771916871217,0.2185671992194898,0.2808406587590468,0.4956378110663126
8,0.2977588202864547,0.450451847322716,0.4526290211843207,0.4363934149809509,0.414580775640289,0.3899077657136542,0.3972454129775131,0.3909267423829272,0.3327503809292221,0.4023512986302527,0.3837213679021238,0.4217407023262804,0.4255392285585144,0.4159624229633022,0.4058250815846891,0.4275263005251671,0.2587706850245553,0.2753080334317456,0.2936073062547479,0.2770633239355731,0.2684563958143718,0.2615911971614492,0.2574051139426706,0.2548309980332642,0.2538315016082997,0.2824863270743298,0.2802333511472957,0.271083699846144,0.261891322120152,0.2614803654751396,0.2736755665096834,0.3097161854972011,0.2969776519523934,0.3108842029867283,0.2848075938107859,0.5553257515148817
16,0.4497245268370743,0.4677058827143626,0.4568340869394157,0.452153541956825,0.4167376629257418,0.407859981399521,0.4002127622663846,0.3791738876674032,0.3820713609717514,0.3918565025570117,0.419846328742322,0.4173129257188627,0.4047279411223431,0.2471588307180059,0.4220447902227364,0.4354333921648676,0.2658440501545814,0.2563446478349082,0.2892851453745276,0.3095291279631011,0.2950264686249201,0.281736681275773,0.2726474796650089,0.2901216940456539,0.2677204210057058,0.277240144262263,0.2559770910850825,0.2624981807516721,0.2578021124079288,0.2900533872012237,0.3084735662771478,0.2964233858572184,0.3167427329845677,0.3040303090146222,0.3330326360165879,0.5771286667683978
32,0.4591457177839156,0.4753801116735387,0.4393689008911517,0.4353689337224174,0.4001913463675088,0.3783704283811588,0.3805542796783419,0.3638814285792915,0.3769313688564636,0.3706694965518153,0.411136432961,0.3946753104016001,0.2456583868910137,0.4252595184560297,0.2623216902880089,0.2860452421782817,0.2806778599017139,0.3000829572893875,0.3052863701530201,0.3126144009933598,0.2961931987323565,0.3103680200361474,0.2854686416073296,0.2693050280095723,0.2902143305790305,0.2949269255844186,0.3133924425008123,0.2920961647865374,0.2858705064026642,0.2795835438915353,0.293105825116017,0.3151417267486923,0.3198509635652096,0.3285261595886783,0.3197819168196845,0.5542243022167473
64,0.4510638096682905,0.4469027800045451,0.4254196646648549,0.4162112106977344,0.3952159765190636,0.408310601782798,0.3762167916209499,0.3792125160022778,0.365278135065767,0.3900214195614159,0.2210041562497553,0.2308802277853712,0.2354177479892531,0.2520678683187512,0.2582716618235176,0.2697797435920905,0.2876749972223364,0.2992975373874245,0.3045542689442044,0.3139854491759197,0.2993108788567024,0.3027126749362068,0.2851882855230839,0.2792774768169181,0.2787220470382872,0.2740639046302012,0.2953475857001378,0.2921859035648517,0.2984405669879339,0.3045061089422828,0.3058618688898338,0.3237949433572809,0.3393548656258719,0.3386060635677394,0.3448178791580617,0.3342143267867216
128,0.4550019962409525,0.4536557725418794,0.462664686866335,0.4310046465848084,0.3988840442148897,0.2116306195819839,0.2000549448354778,0.1878451519434263,0.2075870257372317,0.209587308259967,0.2188847450692986,0.2450925664270367,0.2336679666561172,0.2558183513755523,0.2641645479718906,0.2869331326551096,0.2820513820569751,0.2972397647786814,0.3124142817996823,0.3047761453533619,0.3120014467679892,0.3066385840730324,0.2956740378516719,0.2940247066823615,0.273572868321599,0.2931412166699405,0.2947643764150713,0.3009201931751531,0.2986790754784109,0.2958861443593741,0.3116760735434388,0.3148916516321692,0.3313323822425059,0.3522527191883557,0.3368441368612118,0.3280325539297137
256,0.44993176099298393,0.33714108001613463,0.3012148639403354,0.2620580999502465,0.23838636404377642,0.21551996581023145,0.19466952546534405,0.18903173110036095,0.19361620868054566,0.20848028336039248,0.2216104696909949,0.23375594158352406,0.23679543695594396,0.25911357993169226,0.26652844263242204,0.28265088061970844,0.2866334910373698,0.3030039883115707,0.3076505648972774,0.319405717200412,0.3096488155553958,0.3103428015496009,0.29209755525082426,0.28822427381012794,0.28477594986736193,0.2886522336208944,0.29998541862491723,0.29954577912890096,0.30135854677711865,0.3023283303317956,0.3121091676626983,0.32811688891024765,0.3414230938171275,0.34261276314922334,0.3471680936658402,0.32159885963951834
512,0.3483262878205865,0.3331822953300176,0.29628613305874346,0.2578963258039751,0.23586796749732378,0.2138070835663915,0.19562123527500752,0.18809685117721373,0.19404300333227834,0.2084993329501937,0.21831353455183414,0.23195120369568398,0.23892448975778993,0.26046163849385223,0.2716752152654841,0.28298037942281,0.28850808200257844,0.3028188320713061,0.31055867399352644,0.3134816612867161,0.31589573865092413,0.3061338409554803,0.2920462569687165,0.28662473821358064,0.2915039338520972,0.2912930815108705,0.29382328636230026,0.29539425673700764,0.30428789996858374,0.3060140846417217,0.3238343688611372,0.3235086199592506,0.33635732546431424,0.3437494115811824,0.3483279264290135,0.3204032275750689
1280,0.3357505790778519,0.3334856639418178,0.29108028516457224,0.2565230327202603,0.2349705476441644,0.21060212269924136,0.19486444473491749,0.1844677737493055,0.19452879536079423,0.20803874795464702,0.21527745005474055,0.23138649193799168,0.2334205281530936,0.25538490677682685,0.26874228626717933,0.28337684271107977,0.28974529742485156,0.30384833457813754,0.31313256312210186,0.31362264795139794,0.3131340016914135,0.30632075875593695,0.2943333027068513,0.28916909543839026,0.28804582020331193,0.2897016111902317,0.29249408267912697,0.29820650855393727,0.2998458109709449,0.29940577827454407,0.3173146948567045,0.3277718865448836,0.3378977972533298,0.3422317415738985,0.34510394599596,0.3179029941115328
