,1,2,3,4
2,0.2584303084634254,0.18150933628129992,0.21886132135831837,0.20335096826988389
4,0.2508665904990469,0.28706265052441765,0.2160730714108347,0.4731199795513942
8,0.3624777819556397,0.35407562548083593,0.3121542543127179,0.5256796309292261
16,0.41171162770701375,0.39665590033506937,0.3976967762429904,0.5923756556222189
32,0.46203200561617563,0.4256716852571936,0.421084758907425,0.6280309899721428
64,0.4663858310512783,0.4395421987399761,0.44662554221846135,0.6388389680698688
128,0.4887914266456754,0.4812501920535533,0.4536158162184537,0.44761237378856633
256,0.4884161868366117,0.48011322521344546,0.46601761228510474,0.42986787674492977
512,0.4811361190049921,0.48383180029843936,0.46733080157496476,0.4426036712330582
384,0.4838464568878141,0.48585070463672514,0.45955231529176016,0.44166583450258823
385,0.40080717841833413,0.4416747586247582,0.4211746626171499,0.42403048842037444
