,1,2,3,4,5,6,7,8,9,10,11,12
2,0.08293142137219815,0.1353730889060643,0.14991297924268676,0.17348429018320155,0.15807024908110617,0.1878174915541949,0.333931292856098,0.21319151080864837,0.24604881643475046,0.22688886454392077,0.2593589728258063,0.37157488809479045
4,0.13977757351864098,0.1749506893969632,0.17591321596504922,0.18033427390401016,0.24842165862988547,0.4103859831213152,0.2965970610315759,0.25571203698013834,0.27609546687260167,0.25902246672409934,0.5249725025564258,0.5170911264885276
8,0.16337460919381996,0.2006755271433446,0.21340384867861245,0.22021687399611986,0.2737553819086063,0.28122675655984053,0.5130827867547711,0.5311428722318524,0.3065375726839183,0.549787578074726,0.6050038884590287,0.5691960634305714
16,0.14509521978104778,0.20424051493399242,0.20797241112551612,0.23491719000885425,0.2732807800251335,0.2842493281264102,0.5584041890501951,0.57967962354446,0.5881526158231788,0.6056100117708848,0.6250302095548992,0.39103497181646935
32,0.15685415405541403,0.20466398370100794,0.22786059749745782,0.2590081314267237,0.29615626094549447,0.549040126781584,0.6001124343901875,0.5878077577728889,0.6124542389237316,0.6081972374448935,0.6551265318668784,0.3959730923407495
64,0.1654325169547754,0.21144601540414623,0.24218167411149855,0.2690941745232291,0.5392587465511162,0.5592906707370123,0.5968316762836358,0.5937308790746754,0.6206014937541411,0.6191665185751187,0.6447961473146572,0.3897361017874744
128,0.1673306761374661,0.22176310235309724,0.24520655013782525,0.4892400626831832,0.5372890336262521,0.5601313839288528,0.5905974826939425,0.5974951614014335,0.6126381994105239,0.6216186790839209,0.4462954449042085,0.40126771691274
256,0.1767412935703885,0.22717925167118475,0.4588609423842733,0.4926780119756114,0.537816860283538,0.5560641315747852,0.5881881997972014,0.5884718064066911,0.6032173594684145,0.6148279584628895,0.42710394298928883,0.3932284418278871
512,0.19207611027815077,0.23218590353001065,0.4627444037644929,0.49453412144845404,0.5357394631154122,0.5534781062356798,0.5819464147764595,0.5809016217439038,0.5968703114906567,0.37090159642408993,0.41744012914859574,0.3911378936622807
768,0.20310369011694268,0.38055242190810046,0.46581983817183237,0.4899232250468195,0.5345684035557484,0.5468501455298184,0.5775346754680073,0.5764520993745833,0.3535113207302036,0.36602473879418723,0.4156347636047184,0.3901851530306583
769,0.21401615005007574,0.2292716965491956,0.2510366638103298,0.27398960527411637,0.30420387194392196,0.3148176294526555,0.3514543888140359,0.34239797879514344,0.34118101787900573,0.3531974033736902,0.3903168829141488,0.3676179107831747
