,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2,0.28973443795673476,0.27267503780546015,0.25203406966910435,0.19468000870195118,0.25313864808329944,0.25030296139140457,0.27337929765771696,0.21853392747272413,0.21490547770500407,0.2719852186234738,0.21285625175800268,0.20892552146867382,0.2305459124892598,0.13549014087521563,0.10961191456023353,0.15017496476246533,0.1664893738498589,0.2004132892437896,0.207753754079272,0.16539064821366847,0.20452444315502744,0.14438513332802422,0.16280463662181427,0.18147067587645302
4,0.30970248551906504,0.3655862255692638,0.3437617012696484,0.36466528694148587,0.3354751762820118,0.3295749598509028,0.3299629841429581,0.3354525073618029,0.2785182474915895,0.35335120275108534,0.31040179742592466,0.25942001207864773,0.33143834921535925,0.2156956989456762,0.2459577247075772,0.21020381399919047,0.2506255110224279,0.25497303699001095,0.23842922649342213,0.26967108059619005,0.27043532512352664,0.20612858537853831,0.26213759091304395,0.2815100730717745
8,0.4024440228957761,0.3995372195106671,0.39161950812313207,0.3874176006467331,0.3807340878077927,0.41311618218306323,0.42056939307863106,0.41436917147059005,0.35762698351040834,0.3568688368676307,0.33885570878745963,0.3311621187099807,0.32843987139747355,0.3274814497925961,0.29505917397741205,0.26598305848217335,0.2831787882734349,0.31311623568942293,0.3158264819436263,0.2881689492659244,0.2676614908988223,0.2824574030323865,0.29120802543393765,0.3033701210346777
16,0.46815427255056324,0.47815855083784065,0.4471271470552535,0.4560588521811434,0.44678300370858226,0.4557374831272245,0.44336570521997437,0.4614255718234584,0.43644094797290167,0.45953161867756387,0.34882241246901896,0.38311605092211126,0.33037228689093706,0.3415608833976309,0.32627717256936195,0.345116531937263,0.30654111034326775,0.3000159890249258,0.3063251966667109,0.3232460795447327,0.3121767331035435,0.340944603054111,0.3057708687228525,0.3637968538028054
32,0.4822471228760573,0.481005816237385,0.4952178983026598,0.5001499020378252,0.4946556834254667,0.4813564400180973,0.4908397958650941,0.4869076338786016,0.4529018368604929,0.46656269031992886,0.4163123991410328,0.3955886308035988,0.3833530582137097,0.34892831453552825,0.34438722998357896,0.32911600584529177,0.3448217764159457,0.3257130312004657,0.3676198883954185,0.33022987234311146,0.3436831167371117,0.3397918600566186,0.3301845513052744,0.6473780383171023
64,0.5028259255762138,0.5136531090323706,0.510653719509731,0.5149695580103325,0.5094650580937994,0.5263662614352898,0.5011288902593004,0.5059348639843775,0.4841815954320054,0.46964378508165583,0.4209787789565901,0.40570015122593067,0.4038467218923016,0.38565158501512203,0.3676239727410866,0.3758583434711835,0.37436755501157887,0.3636996083500258,0.37975058286860974,0.33196254508803463,0.34604368527608836,0.3492619709868159,0.3401897848208994,0.6716623160923779
128,0.5089834443308412,0.5149606929414958,0.5043718057426719,0.5160084965632902,0.5158430650837608,0.5236874231807815,0.5071710440169032,0.515932244372272,0.5031171694307282,0.4987579241628431,0.45242223205499466,0.44840483712760376,0.42466585320022626,0.3798004723606498,0.3917801353820211,0.3811440411189627,0.3871083174079578,0.3807381881884691,0.36049075580556955,0.373045564074324,0.3653164701890622,0.3485744952067468,0.3716452710476243,0.6750367644575597
256,0.5216577713974003,0.5221029238423547,0.5212150053288729,0.5218834618475477,0.5249699329184633,0.5200668878349818,0.524297458488395,0.5261579329195549,0.5026472039558928,0.5001838899563129,0.4646069851223663,0.43892014808420826,0.4302134272444805,0.39112815812155743,0.37842093293035817,0.3909228740626472,0.3791306076010502,0.38108414120035505,0.3724017889917086,0.36517847363565237,0.3667029791361377,0.37022790689071305,0.36249510934208884,0.6761200896137011
512,0.5259422677853789,0.522931456752003,0.5293804169097953,0.5250220375323548,0.526311898175953,0.526194645614331,0.5293479741122892,0.5261795016944139,0.5080745737733564,0.5000609243503296,0.4569517301681387,0.44703790078086614,0.4325162565043314,0.3907373994131452,0.3951789500875687,0.38913890081235186,0.38283880175542256,0.3753827978134835,0.3816239487354823,0.36942056026124936,0.3619114231741765,0.3693590660046804,0.3659223170510872,0.4446366010302652
1024,0.5246173803553321,0.523130415099833,0.5263437940980416,0.5277286896539988,0.5302444106419111,0.5281045777355381,0.5260572714080936,0.5271742913010521,0.5086539707259867,0.5108228590672758,0.45614023213872834,0.4515882375325652,0.43170725368666335,0.3845988661082641,0.3917883178176502,0.39805169969662424,0.39217761574750226,0.38344625368155305,0.37041033488865094,0.37380448798823407,0.36905833171600816,0.3609297989123875,0.36402929957284924,0.43749983348578236
1025,0.4729275525802458,0.4753605335300073,0.47546654784157416,0.475692210803136,0.47311681438673125,0.46980670076529113,0.4713486648867623,0.45736771889242445,0.3396674299266793,0.2895168016621507,0.20608760447892868,0.19100449160363986,0.18147614381426005,0.11050578151268518,0.10967575909086624,0.11029574123057212,0.11085416268296056,0.11130397444316399,0.11162418897612245,0.1117454594526642,0.11176969980367979,0.111829746328077,0.11169809661977834,0.40577431084828736
